Manufacturer,code,stock,unitPriceCurrent,finalPriceCurrent,currentBreakpoint,unitPriceNext,finalPriceNext,nextBreakpoint,
Mouser,895-FT232RNL-TUBE,13643,0.098958,19.791667,94,0.057292,16.156250,282
Digikey,768-1007-6-ND,0,3.950000,790.000000,100,3.550000,887.500000,250
